Data;INSOLACAO;PRECIPITACAO;TEMPMAXIMA;TEMPMEDIA;TEMPMIN;UMIDADE
06/12/2005;1;7.6;26.5;21.28;18.7;83.5
07/12/2005;0;5.2;22.3;17.92;15.6;71.75
08/12/2005;0;0;26;20.7;14.5;64.25
09/12/2005;1;0;30.5;21.44;15.3;73.25
10/12/2005;0;0;30.6;22.86;19.5;79.25
11/12/2005;1;1.6;21;17.42;16.1;84.5
12/12/2005;0;0;20.7;17.74;15.2;86.5
13/12/2005;1;0.6;24.9;19.12;15.7;81.25
14/12/2005;0;0.4;23.7;19.14;16.9;80.5
15/12/2005;1;0;24.9;20.1;16.2;73.5
16/12/2005;0;0;31.1;23.76;16.9;64
17/12/2005;1;0;29.3;22.68;20.1;77.5
18/12/2005;1;36.9;25.9;19.82;17;85
19/12/2005;0;12;27.6;22.34;17;68
20/12/2005;1;0;30.3;23.28;20.3;68.75
21/12/2005;1;10;28.9;22.3;19.2;83.5
22/12/2005;1;0;30.7;24.24;19.1;73.5
23/12/2005;1;7;31.7;25.82;19.5;64.25
24/12/2005;1;0;31.3;23.66;19.5;75.5
25/12/2005;0;51.4;24.3;20.32;18.1;77.75
26/12/2005;0;0.6;26;20.26;16.3;69
27/12/2005;0;0;23.9;19.58;16.6;75.5
28/12/2005;0;0;26;19.86;16.1;68
29/12/2005;1;0;28.5;21.22;15;67
30/12/2005;1;0;30.3;22.38;18.2;72
31/12/2005;1;19.4;30.3;23.32;18.7;66.25
01/01/2006;0;4.2;24.9;21.44;19.1;84.75
02/01/2006;0;5.6;25.3;21.38;19.2;92.75
03/01/2006;0;92.2;29.1;22.1;19;85.75
04/01/2006;0;91;24.2;20.56;18.7;83.75
05/01/2006;0;14.4;25;20.48;17.7;86.25
06/01/2006;1;15.2;26.8;22.24;18.7;77.25
07/01/2006;1;0;29.3;23.24;19.2;75.5
08/01/2006;1;0;30.3;23.94;18.8;72.75
09/01/2006;1;0;31.8;24.94;20.1;65.25
10/01/2006;0;0;31.5;25.3;20.6;62
11/01/2006;0;0;30.3;24.02;20;69.75
12/01/2006;0;0;29.7;24.84;20.3;66
13/01/2006;1;0;32.3;25.9;20.2;52.75
14/01/2006;1;0;31;25.34;21.7;59.5
15/01/2006;0;0;32.9;25.16;19.7;60.25
16/01/2006;1;0;33.9;25.96;20.1;51.75
17/01/2006;0;0;31.8;23.82;19.7;60.25
18/01/2006;0;0;30.6;23.58;19.7;74.75
19/01/2006;0;0;31.5;24.48;20.3;74.5
20/01/2006;1;2.8;32.3;25.92;21.2;60.75
21/01/2006;0;0;34;28.02;22.8;54.5
22/01/2006;0;0;34.1;26.78;22.8;57.5
23/01/2006;0;0;29.9;24.4;21.5;79.75
24/01/2006;1;12.6;31.7;24.96;19.9;63.5
25/01/2006;0;0;34.5;24.9;20.6;68.5
26/01/2006;0;4.6;30.3;24.4;21.1;73.25
27/01/2006;0;42.4;27;21.7;19.7;89.5
28/01/2006;0;3.2;28;22.46;19.5;78.75
29/01/2006;0;8.2;23.3;20.62;18.4;90.75
30/01/2006;0;28.5;27.9;21.56;17;84.25
31/01/2006;1;23.1;26.1;21.44;16.7;77.25
01/02/2006;0;7.3;28.3;22.28;18.7;76.75
02/02/2006;1;0;29.1;23.38;20;77.25
03/02/2006;1;0;31.7;23.8;18.7;69.5
04/02/2006;0;17.8;32.7;24.92;18.7;66.5
05/02/2006;1;0;32.3;26.22;21.2;57.25
06/02/2006;1;0;33;27.26;23.3;59.75
07/02/2006;1;13;31.3;24.56;20.9;76.75
08/02/2006;1;6;30.3;24.96;20.8;75.75
09/02/2006;0;0;29.1;24.42;22;80.25
10/02/2006;1;17.4;25.2;21.18;19.3;92
11/02/2006;0;36.6;21.3;19.4;18.3;94.5
12/02/2006;0;46.1;26.1;21.92;18.7;81.75
13/02/2006;1;0;28.3;22.8;19.7;82.5
14/02/2006;1;0;28.7;23.08;19.7;77.5
15/02/2006;0;3.2;25.3;21.48;19.5;87.5
16/02/2006;0;0.2;26;23.14;19.9;77
17/02/2006;1;0;28;24.3;21.7;72.25
18/02/2006;0;0;26;22.92;20.5;83.5
19/02/2006;1;0;28.7;23.4;20.7;85.25
20/02/2006;0;6.4;30.3;24.88;20.7;78
21/02/2006;0;0;28.2;23.88;21.4;81.25
22/02/2006;0;5.7;28.7;23.88;19.7;77.5
23/02/2006;1;3.6;29.9;24.5;19.4;76.5
24/02/2006;1;0;26.3;23.36;21.3;81.75
25/02/2006;0;0;28.5;23.64;20.7;82.5
26/02/2006;0;2.7;29.1;24.34;20.5;69.5
27/02/2006;1;0;29.1;23.4;19.5;79
28/02/2006;0;0;31;23.86;19.7;80.25
01/03/2006;1;0;31.7;24.34;20;82.5
02/03/2006;0;65.4;31.6;24.42;20.3;84.75
03/03/2006;0;22.8;32.5;24.8;20.2;82.25
04/03/2006;0;50.4;32.9;24.2;20.1;81.25
05/03/2006;1;31.8;29.8;24.98;20.5;82.5
06/03/2006;0;8.4;26.5;21.36;19.1;91.5
07/03/2006;1;23;28.8;22.42;19.1;89.5
08/03/2006;0;55.2;30.2;22.46;18.7;86.5
09/03/2006;0;31.6;31;24.4;18.3;73.25
10/03/2006;1;0;28.3;22.38;18.7;92.75
11/03/2006;0;95.4;26.3;20.88;17.7;86
12/03/2006;0;5.8;24.3;19.8;16.7;86.25
13/03/2006;1;0;28;21.38;17.5;80.75
14/03/2006;0;0;27.8;22.36;18;81.25
15/03/2006;0;0;28.6;23.14;19.7;82
16/03/2006;0;0;29.9;23.48;20.7;82.25
17/03/2006;1;38.7;30.5;24.32;18.7;80.25
18/03/2006;0;0;30;24.4;21.4;84.75
19/03/2006;0;5.2;29.6;23;19;84.5
20/03/2006;0;0.6;30.4;23.4;20.1;81.5
21/03/2006;0;31.4;28.8;23.78;20.1;74.25
22/03/2006;1;14.4;28.5;23.3;21;81.75
23/03/2006;1;0;30.2;24.3;20.7;78.5
24/03/2006;1;0.7;30.8;24.14;21.3;76.25
25/03/2006;0;15.8;29.3;23.58;20.7;82
26/03/2006;1;15.3;23.9;20.28;18;81.5
27/03/2006;1;1.9;25.5;21.38;18;79.75
28/03/2006;1;0;29.9;23.3;18.8;75.5
29/03/2006;0;45.4;24.7;20.58;19;93.5
30/03/2006;1;48.7;23;19.44;17.4;82.5
31/03/2006;1;0;25.1;20.38;17;80.5
01/04/2006;0;0;26.8;20.94;17.1;73
02/04/2006;0;0;25.3;21.02;18.2;77.5
03/04/2006;0;0;23.8;19.26;17.5;78
04/04/2006;1;0;25.8;19.92;15.7;71
05/04/2006;0;0;26.6;20.86;16.7;74.25
06/04/2006;1;0;24.8;20.8;18.3;81.75
07/04/2006;1;0;25.3;21.34;18.3;82.75
08/04/2006;0;5.8;28.3;22.22;18.4;79.25
09/04/2006;0;34.1;28.3;21.32;18.3;83.75
10/04/2006;1;9.6;27.1;22.4;17.7;73.25
11/04/2006;1;0;26.3;22.06;19.4;64.5
12/04/2006;1;0;28.5;22.44;17.7;66.5
13/04/2006;1;0;28.3;22.22;17.7;65.75
14/04/2006;0;0;27.9;21.92;17.7;70
15/04/2006;1;0;27.3;21.98;18.4;73.5
16/04/2006;0;0;22.9;20.2;18.7;83.75
17/04/2006;1;1.6;20.5;16.94;15.2;87
18/04/2006;1;0;20.7;16.18;14;84.25
19/04/2006;0;0;22.1;17.44;14.7;76.75
20/04/2006;0;0;24.3;18.02;13.7;72.25
21/04/2006;0;0;26.9;20.62;14.7;56.75
22/04/2006;1;0;28;21;16.2;77.75
23/04/2006;0;0;28.3;21.88;16.3;56.75
24/04/2006;0;0;28.1;20.62;16;68.5
25/04/2006;0;0;29.7;22.64;18.4;73.5
26/04/2006;0;0;27.8;22.14;19.5;72.5
27/04/2006;0;0;23.3;19.08;16.7;73.5
28/04/2006;1;0;24.3;18.3;14.4;75.5
29/04/2006;1;0;26;19.9;16.3;78.75
30/04/2006;1;0;26.2;21.1;17.3;70.5
01/05/2006;0;0;27.1;21.46;16;61.25
02/05/2006;1;0;23.1;18.24;15.8;87.5
03/05/2006;0;0;23.1;15.5;11.2;67.25
04/05/2006;1;0;23;16.06;10.7;63.5
05/05/2006;0;0;20.9;15.6;12.1;73.5
06/05/2006;0;0;21.3;16.5;13.3;76
07/05/2006;1;0;20.5;16.58;13.2;71
08/05/2006;1;0;19.5;16.74;14.7;83.75
09/05/2006;1;0;21.7;16.76;13.7;72.5
10/05/2006;1;0;22;16.94;13.3;76
11/05/2006;1;0;21.5;15.8;11.7;72
12/05/2006;1;0;18.5;14.96;11.7;84.25
13/05/2006;1;0;20.3;15.48;12.7;88
14/05/2006;1;0;20;15.22;11.7;76.75
15/05/2006;0;0;21;16.14;14.1;77.75
16/05/2006;0;0;20.3;16.02;13.1;75
17/05/2006;1;0;23.3;16.88;13.7;73.5
18/05/2006;1;0;25.3;18.02;12.2;63
19/05/2006;1;0;24.9;18.64;12.7;53.75
20/05/2006;0;0;21.7;17.34;14.7;68.5
21/05/2006;1;0;23.3;18.46;15.8;76.75
22/05/2006;0;0;18.7;16.68;15.7;90
23/05/2006;0;9.4;17;14.76;13.7;92.5
24/05/2006;1;5.1;16.3;14.16;12.7;86
25/05/2006;1;0.5;18;15.22;12.7;83
26/05/2006;1;0;23.3;16.72;13.7;80.25
27/05/2006;1;0;25.3;18.3;12.4;71.5
28/05/2006;1;0;27.1;19.4;13.7;63.25
29/05/2006;1;0;24.7;18.78;15.2;76
30/05/2006;1;0;27.3;19.66;14.2;67.75
31/05/2006;1;0;27;21.24;14.8;55.75
01/06/2006;0;0;23.5;17.42;15.4;77
02/06/2006;1;0;21.7;16.14;13.6;74.5
03/06/2006;1;0;20.3;16.72;13.8;72.25
04/06/2006;1;0;25.1;17.48;11.7;67.75
05/06/2006;1;0;23.5;18.14;13.2;72.5
06/06/2006;1;0;23.8;18.5;15.9;77.75
07/06/2006;1;0;24.7;18.92;15.3;73.75
08/06/2006;0;0;23.2;17.64;13.6;73
09/06/2006;0;0;25.3;17.84;12.7;69.75
10/06/2006;1;0;24.9;18.44;12.7;63.5
11/06/2006;0;0;23.5;18.26;15.3;74.75
12/06/2006;0;0;20.8;16.9;14.7;83
13/06/2006;0;0;24;17.74;14.3;73.25
14/06/2006;1;0;24.9;17.78;12.4;67.5
15/06/2006;0;0;24.6;18.84;13.1;54.25
16/06/2006;0;0;20.3;15.74;12.2;82.25
17/06/2006;0;0;21.6;16.44;13.7;75.5
18/06/2006;0;0;21.9;16.88;13.5;77.25
19/06/2006;0;0;24.7;18.2;13.9;67.75
20/06/2006;1;0;25.2;18.34;12.6;58
21/06/2006;1;0;24.8;19.1;14.1;52.5
22/06/2006;1;0;26.3;18.64;14.7;67
23/06/2006;1;0;25.8;18.6;14.8;71
24/06/2006;1;0;23.8;18.06;14;64.25
25/06/2006;0;0;26.1;19.38;13.7;66
26/06/2006;0;13.8;19.9;17.2;13.8;81.75
27/06/2006;1;10.4;18.7;13.66;11.1;66.25
28/06/2006;0;0;15.5;12.04;10.1;75.25
29/06/2006;0;0;18;13.74;10.1;76.75
30/06/2006;0;0;20.8;14.86;11.2;85
01/07/2006;1;0;23.3;16.74;11.8;78
02/07/2006;0;1;18.3;15.54;13.2;88.75
03/07/2006;0;1;20.5;16.1;13.1;74.75
04/07/2006;1;0;23.1;16.44;11.4;63
05/07/2006;0;0;24.3;17.04;11.5;67
06/07/2006;0;0;22.6;16.24;11.2;78
07/07/2006;1;0;26.1;17.5;10.8;69.25
08/07/2006;0;0;27.3;19.8;13;58.25
09/07/2006;0;0;27.5;20.64;15.5;61
10/07/2006;0;25;18.9;16.64;15.5;90.75
11/07/2006;0;19;20.1;16.96;14.5;88.5
12/07/2006;1;0;26.1;19.16;14.5;79.75
13/07/2006;1;0;25.8;19.08;14.2;66.5
14/07/2006;1;0;25.8;18.98;13.7;66.25
15/07/2006;0;0;21.9;16.86;14;77.25
16/07/2006;0;0;21.7;16.38;13.8;73
17/07/2006;0;0;23.9;16.1;11.2;76.5
18/07/2006;0;0;24.7;16.56;11;76
19/07/2006;0;0;25.2;18.74;12.2;58.75
20/07/2006;1;0;25.3;18.56;12.7;53.25
21/07/2006;1;0;26.9;19.2;11.9;46.75
22/07/2006;0;0;27.8;20.34;13.7;47.5
23/07/2006;0;0;28.9;20.84;14.7;47.5
24/07/2006;0;0;30.2;21.98;14.9;47.5
25/07/2006;1;0;28.5;21.46;15.5;44.25
26/07/2006;0;0;28.5;21.6;15.7;40
27/07/2006;1;0;28.8;21.58;14.7;44
28/07/2006;1;0;29.9;23.46;17.6;47.25
29/07/2006;0;8.7;25.5;16.92;13.1;87.75
30/07/2006;0;0.8;14.9;12;10.5;90.5
31/07/2006;0;15.5;12.7;11.8;10.4;93.25
01/08/2006;0;2.7;15.7;13.92;11.1;89.25
02/08/2006;0;0.2;16.5;14.46;13.2;90.25
03/08/2006;0;0;20.8;16.16;13.4;81.5
04/08/2006;1;0;24.5;18.74;13.7;66.75
05/08/2006;1;0;26.6;18.92;12.9;70.25
06/08/2006;1;0;29.1;20.7;14;54.75
07/08/2006;1;0;29;21.62;15.1;47.25
08/08/2006;1;0;29.5;22.12;15.3;46.25
09/08/2006;0;0;27.8;22.3;15.8;37.25
10/08/2006;0;0;30.1;23.54;19.7;47.25
11/08/2006;1;0;28.8;21.66;16.3;59.25
12/08/2006;1;0;29.3;22.22;16.4;49
13/08/2006;0;0;29.5;22.16;16.7;50.5
14/08/2006;1;0;29.9;23.02;16.7;45.5
15/08/2006;0;0;30.7;23.54;18;47.75
16/08/2006;1;0;31.3;22.32;17.6;65
17/08/2006;0;0;23.7;19.44;16.7;76.5
18/08/2006;0;0;25.3;19.88;16.7;78.25
19/08/2006;0;0;20.1;17.4;15.7;83
20/08/2006;0;0;22.9;17.42;15.1;71.5
21/08/2006;1;0.2;18.3;13.04;10.7;75
22/08/2006;1;0;21.8;13.02;7.7;65
23/08/2006;1;0;26.4;15.66;9.1;56.25
24/08/2006;1;0;26.6;17.2;10.2;68.75
25/08/2006;1;0;28.5;20.9;14.4;50.5
26/08/2006;1;0;30;22.92;15.4;41.5
27/08/2006;0;2.7;24.3;19.88;16.7;66.75
28/08/2006;0;0;23.9;18.06;15.2;78.5
29/08/2006;0;0;17.9;11.72;9.4;75.5
30/08/2006;1;0;20.3;13.7;8.7;71.25
31/08/2006;0;0;26;17.02;10.3;66.75
01/09/2006;0;0;27.3;18.02;14;85.25
02/09/2006;0;37.6;24.8;19.42;14.1;66.5
03/09/2006;1;0;25.1;17.24;13.7;73.75
04/09/2006;0;0.5;16.7;11.82;9;67.75
05/09/2006;1;0;14.7;9.62;8;64.25
06/09/2006;0;0;15.3;10.58;6.2;74.75
07/09/2006;1;0;22.3;15.2;9.7;71.25
08/09/2006;1;0;26.5;18.98;12.7;60.5
09/09/2006;1;0;28;21.4;13.7;47.75
10/09/2006;0;0;27.2;22.06;17.9;61.5
11/09/2006;1;0;31.9;23.46;16.3;47
12/09/2006;1;0;32.1;24.88;18;42.75
13/09/2006;1;0;32.9;24.08;19.2;52.75
14/09/2006;1;0;32.7;25.38;18.7;36.25
15/09/2006;1;0;34.1;24.64;19;51.75
16/09/2006;0;0;23.3;17.7;15.5;85.25
17/09/2006;0;11.1;23;17.54;13.9;82.75
18/09/2006;0;10.2;22.9;17.9;15.7;80
19/09/2006;0;0;25;18.5;14.7;75
20/09/2006;0;0;26.5;19.84;14.7;82.25
21/09/2006;1;8.2;24.8;18.54;16.1;76.5
22/09/2006;0;0;25.3;18.8;14.5;71.25
23/09/2006;1;0;29.1;20.24;14.7;69
24/09/2006;0;4.7;18.3;15;13.3;83.75
25/09/2006;0;0;16.3;14.18;13;85.75
26/09/2006;0;0;19.3;15.3;12.7;82.75
27/09/2006;1;0;25.3;18.04;14.2;73.75
28/09/2006;1;0;28.8;21.42;13.7;55.5
29/09/2006;0;0;22.9;17.72;15.7;87
30/09/2006;0;5.4;20.1;16.92;14.9;88.5
01/10/2006;0;5.6;22.2;18.56;15.6;85.5
02/10/2006;0;6.4;26.7;20.68;17.4;82
03/10/2006;1;0.3;29.5;21.34;18.2;72
04/10/2006;1;0;29.3;21.38;17.4;77
05/10/2006;0;0;29.9;23.02;18.9;73.25
06/10/2006;0;8.7;25.1;19.6;17.1;84.75
07/10/2006;0;2.7;24.9;18.9;16.6;88.5
08/10/2006;0;0;24.8;19.56;17.3;71.25
09/10/2006;0;0;25.8;19.7;16.7;77.25
10/10/2006;0;0;28;21.26;17.7;78.25
11/10/2006;1;14.7;29;23.82;17.7;54
12/10/2006;0;0;25.4;21.9;20.2;81.75
13/10/2006;0;1.9;23.3;19.7;18.4;89.25
14/10/2006;0;0;27.3;21.56;18.3;76.5
15/10/2006;1;0;32.3;23.62;19.1;71
16/10/2006;0;13;26.3;21.62;19.2;90
17/10/2006;0;23.7;21;18.36;16.8;91.25
18/10/2006;0;0;19.5;17.1;15.8;89.75
19/10/2006;0;18.3;18.7;16.84;15.3;91.5
20/10/2006;0;4.1;20.1;16.9;14.5;77.25
21/10/2006;0;0;20.5;15.8;13.7;70.75
22/10/2006;1;0;25.5;17.3;11.6;67.25
23/10/2006;1;0;23.7;16.92;12.3;70.5
24/10/2006;1;0;26.2;19.24;15.2;70.25
25/10/2006;1;0;29.3;22.42;15.7;59
26/10/2006;1;0;30.8;25.46;18.9;54
27/10/2006;0;1;27.3;19.6;16.3;78.75
28/10/2006;1;0;26.7;18.8;14.7;61.75
29/10/2006;1;0;25.6;19.68;15.2;67.5
30/10/2006;1;0;32.3;22.16;15.7;64
31/10/2006;1;0;33.7;23.88;17.9;59.5
01/11/2006;0;5.2;27.5;22.08;19.7;84
02/11/2006;0;23.2;26.3;21.82;19.4;87.25
03/11/2006;0;8.5;28;22.34;19.5;81
04/11/2006;1;0;26.8;21.74;19.7;72
05/11/2006;1;0;27.1;21;17.3;70.5
06/11/2006;1;0;29.5;21.12;16.9;77.75
07/11/2006;0;16.8;22;17.66;15.5;82.75
08/11/2006;0;1;20.5;16.52;14.7;75
09/11/2006;1;0;22.5;16.42;12.9;63
10/11/2006;0;3.2;18.7;14.88;11.7;71.5
11/11/2006;1;0;21.1;16.58;13.2;62.5
12/11/2006;0;0;22.6;17.08;12.4;72.5
13/11/2006;0;0;22.9;17.7;14.4;70.25
14/11/2006;0;0;23.3;18.8;15.5;77
15/11/2006;1;0;28.5;21.22;16.7;77.5
16/11/2006;1;5.1;30.7;24.5;17.2;54
17/11/2006;1;0;33.2;27.3;19.7;50
18/11/2006;0;0;29.3;24.34;21.7;72
19/11/2006;0;8.5;30.7;20.82;16.7;85.75
20/11/2006;0;31.4;27.7;20.92;16.5;80.5
21/11/2006;0;0;21.8;18.9;17.5;82.5
22/11/2006;1;0;28.7;22.14;15.3;52.75
23/11/2006;1;0;29.3;22.02;17.2;56.75
24/11/2006;1;0;33.3;23.46;16.1;61.75
25/11/2006;1;10.6;32.1;23.98;19.4;72.5
26/11/2006;0;69;25.3;22.08;19.3;90.75
27/11/2006;0;16.6;27.4;22.32;19.6;90
28/11/2006;0;25.7;28.3;23.64;19.7;79.75
29/11/2006;0;1.3;29.9;23.84;21.1;85
30/11/2006;0;4.6;24.5;20.56;18.7;86
01/12/2006;0;0;24.5;19.76;16.8;72.25
02/12/2006;1;0;28.8;21.5;17.3;75
03/12/2006;1;0;31.1;23.98;18.4;66.25
04/12/2006;0;0;28.2;22.68;20.1;87.5
05/12/2006;0;58;29.1;22.92;19.7;78.75
06/12/2006;0;1.1;28.1;21.28;18.1;85.25
07/12/2006;0;23.2;25.2;20.4;18;79
08/12/2006;1;0.2;27.3;20.72;17.5;67.5
09/12/2006;0;0;25.3;20.22;17.6;81.25
10/12/2006;0;0;25.2;20.84;18.4;78.75
11/12/2006;0;0;24;20.44;17.6;76.5
12/12/2006;0;0;25.3;20.2;17.7;80.75
13/12/2006;0;0.5;28.1;22.44;18.3;76
14/12/2006;0;0;29;23.66;20.4;77
15/12/2006;0;0;30.6;24.14;20.7;75.75
16/12/2006;1;14;31.5;23.72;18.4;71.75
17/12/2006;1;0;32;24.86;20.5;66.5
18/12/2006;1;2;32;25.42;21.1;68.75
19/12/2006;1;47.8;31.3;24.64;20.5;72
20/12/2006;0;25;29;23.66;20.3;77.75
21/12/2006;0;8.8;27.8;24.48;20.7;71.25
22/12/2006;0;0;28.2;23.44;21.3;82.75
23/12/2006;0;23.6;27.2;22.8;20.6;90.75
24/12/2006;0;27.9;29;24.02;20.6;79.5
25/12/2006;1;7.7;31.5;25.4;20.4;66
26/12/2006;1;0.7;30.1;23.82;20.5;75
27/12/2006;0;4.2;28.8;22.78;19.7;85.25
28/12/2006;0;38.8;28.3;22.48;19.7;79.25
29/12/2006;0;0;26.3;22.02;18.8;77.75
30/12/2006;0;0.4;28.3;22.3;19.3;79.75
31/12/2006;0;27.6;26.8;21.5;19.7;89.25
01/01/2007;0;36.2;25.5;21.4;17.8;86
02/01/2007;0;2.4;26.3;22.28;19.2;79.5
03/01/2007;0;2.7;27.3;22.46;20.2;85
04/01/2007;0;16.8;25.3;22.68;20.3;89.75
05/01/2007;0;36.7;23.9;21.8;20.1;85.75
06/01/2007;0;1.3;25.8;22.4;20.4;77.75
07/01/2007;0;0.2;29;23.8;20.7;77.75
08/01/2007;0;11.3;26.8;22.36;20.5;81.75
09/01/2007;0;0;26.9;22.42;19.7;81.5
10/01/2007;0;0;29;22.68;19.4;74.25
11/01/2007;1;0;31.5;24.52;18.7;56.25
12/01/2007;0;0;30.3;25;19.7;66
13/01/2007;0;0;25.5;21.82;19.9;82
14/01/2007;1;2.1;30.3;23.16;19.4;62.5
15/01/2007;0;0;25.7;21.84;19.5;67.5
16/01/2007;1;0;27.7;21.24;17.7;66.5
17/01/2007;0;0;27.1;22.64;17.7;79.75
18/01/2007;0;21.8;25.1;22.68;21.1;85.25
19/01/2007;0;3.6;30.1;25.22;20.6;73.25
20/01/2007;0;0;26.4;23.92;21.2;76
21/01/2007;0;5.6;25.8;21.42;19.7;86.5
22/01/2007;0;22.3;23.3;19.76;18.1;83.75
23/01/2007;0;0;25.4;20.84;18;78.25
24/01/2007;1;0;30.5;23.24;18.6;70.5
25/01/2007;0;0;29.3;23.74;19.6;83.25
26/01/2007;1;3.7;30.1;24.44;20.7;77
27/01/2007;0;19.8;28.7;23.96;21.4;76.75
28/01/2007;1;0.3;29.3;24.24;21.9;80.25
29/01/2007;0;10.6;28.1;23.96;21.1;83.75
30/01/2007;0;16.1;27.3;22.4;19.7;83.5
31/01/2007;0;0;26.9;22.28;20.1;81.25
01/02/2007;1;0;32.1;24.34;20.2;78.75
02/02/2007;0;0;28.6;23.52;21.2;75.75
03/02/2007;1;0;29.3;23.28;19.7;64
04/02/2007;1;0;29.5;22.78;17.9;71.5
05/02/2007;1;0;32.3;24.8;19.2;69.5
06/02/2007;1;22.1;30.7;25.12;19.9;69.75
07/02/2007;1;0;31.3;24.2;19.9;77.25
08/02/2007;0;103.3;27.3;22.76;20.7;90.75
09/02/2007;0;30.9;28.3;24.16;20.9;75.25
10/02/2007;0;0;30.3;26.18;22.2;62.5
11/02/2007;0;2.1;27;21.42;18.9;86
12/02/2007;1;8.9;23.9;19.66;17.2;72.25
13/02/2007;1;0;25.9;19.96;15.7;69.25
14/02/2007;1;0;27.8;20.62;16.7;76
15/02/2007;1;0;28.3;21.98;17.2;75.5
16/02/2007;1;0;30.7;23.4;18.7;69.75
17/02/2007;1;0;33;26.14;19.1;57
18/02/2007;1;0;32.9;24.92;17.9;71.75
19/02/2007;0;33.2;30.3;23.24;18;80.25
20/02/2007;0;39.4;31;24.3;20;77.5
21/02/2007;1;0;30.9;25.08;21.7;72.5
22/02/2007;1;0;32.5;25.5;20.7;59.5
23/02/2007;1;0;33.2;26.44;20.8;55.5
24/02/2007;1;0;32.7;26.96;21.1;46.75
25/02/2007;1;0;32.7;23.92;19.2;68.25
26/02/2007;1;36.8;31.7;24.06;19.2;78.25
27/02/2007;0;0.5;25.6;21.7;18.7;84
28/02/2007;0;8.7;29.5;24.06;20;72.5
01/03/2007;1;0;31.8;26.34;21.3;51
02/03/2007;1;0;32.3;26.34;20.5;50.25
03/03/2007;1;0;32.5;24.98;21.5;67.75
04/03/2007;1;0;31.9;24.6;20;64.75
05/03/2007;1;0;32.4;25.3;20.1;59.25
06/03/2007;1;0;32.9;25.32;20.7;65.25
07/03/2007;1;0;32.9;24.52;20.6;67.75
08/03/2007;1;1.1;33.3;25.3;20.4;69
09/03/2007;1;18.8;32.7;25.98;20.7;60
10/03/2007;1;0;32.5;25.84;22.2;62.25
11/03/2007;1;0.6;31.6;24.72;21.4;72
12/03/2007;0;0.8;31.1;24.42;21.2;76
13/03/2007;0;0.3;32.3;24.2;19.7;64.5
14/03/2007;0;0;29.5;22.36;19.7;80.25
15/03/2007;1;31;30.3;24.78;19;60.25
16/03/2007;0;0;28.8;23.04;19.7;83.75
17/03/2007;0;76;26.9;21.4;19.1;86.25
18/03/2007;0;8.9;26.3;21.64;19.1;89.25
19/03/2007;0;39.9;24.8;21.64;20;77.75
20/03/2007;0;1;25.6;21.68;18.6;69
21/03/2007;1;0;28.5;22.78;17.6;60.25
22/03/2007;0;0;26.3;22.32;19.5;74.5
23/03/2007;0;0;29.3;23.2;19.7;87
24/03/2007;1;7;30.6;23.22;18.7;70
25/03/2007;1;0;30.1;22.6;17.7;65
26/03/2007;1;0;31.7;23.44;17.5;66.75
27/03/2007;1;0;32.9;24.7;19;64.75
28/03/2007;1;0;33.1;25.62;19.8;67.5
29/03/2007;1;0;32;24.26;19.7;68.25
30/03/2007;1;0;33;25.14;19.7;66.75
31/03/2007;0;0;32.3;25.08;19.9;65
01/04/2007;1;3.7;31.3;25.08;22;69.5
02/04/2007;1;0;32.3;24.84;20.7;70.5
03/04/2007;1;6.4;31.7;25.26;20.8;70.5
04/04/2007;0;0.5;27.8;23.72;21.4;74.75
05/04/2007;0;0;25.3;20.66;18.8;79
06/04/2007;0;0;22.3;19.82;18.2;78.5
07/04/2007;0;0;26;20.98;18.5;84
08/04/2007;0;8.5;25.2;20.98;18.7;88.75
09/04/2007;1;34.8;26.8;21.26;18.5;78.25
10/04/2007;0;0;25.3;20.5;17.3;74.5
11/04/2007;1;0;29;22.32;18;75.25
12/04/2007;1;0;29.9;23.6;18.5;70.25
13/04/2007;0;0;26.3;22.18;20;81
14/04/2007;1;0;27.8;21.76;18.7;74.5
15/04/2007;1;0;28.3;22.16;18.2;76.25
16/04/2007;0;0;27.9;21.56;18.3;76.5
17/04/2007;0;0;27;21.28;18.3;77.25
18/04/2007;1;0;27;21.32;17.6;75.25
19/04/2007;1;0;27.8;21.64;18.4;76
20/04/2007;1;0;28.9;22.06;18.1;74.75
21/04/2007;0;0;28.4;22.36;18.2;80.5
22/04/2007;0;9;27.4;22.1;18.1;79.5
23/04/2007;1;41.2;29.1;22.66;18.2;79.5
24/04/2007;1;10;29.2;23.7;18.5;71.5
25/04/2007;1;0;30.1;25.22;20.3;66
26/04/2007;0;0;29.3;24.18;22;72
27/04/2007;0;7.2;24.5;18.08;14.8;87.25
28/04/2007;0;3.5;19.1;16.66;14;77.75
29/04/2007;0;0;22.3;18.56;15.2;80.25
30/04/2007;0;0;24.5;19.36;16.9;80
01/05/2007;1;0;25.9;19.3;15.2;71
02/05/2007;1;0;28;20.26;12.7;54.5
03/05/2007;0;0;24.6;20.02;15.3;80
04/05/2007;0;0;23.5;19.66;17.5;79
05/05/2007;1;0;27.3;21.72;16.4;62.75
06/05/2007;1;0;26.8;21.22;16.7;58.5
07/05/2007;1;0;27.3;21.88;17.2;56
08/05/2007;0;0;27.7;21.26;17;77.5
09/05/2007;0;13.5;20.8;13.28;9.9;84.75
10/05/2007;0;3.1;19.1;14.28;9.7;73
